Date,Open,High,Low,Close,Adj Close,Volume,EMA_5,EMA_20,RSI,Trend,Trend_Change
1980-02-06,0.0,116.56999969482422,113.6500015258789,115.72000122070312,115.72000122070312,51950000,114.92476489676477,114.27682214203301,71.78826262661049,Bullish,False
1980-02-07,0.0,117.87000274658203,115.22000122070312,116.27999877929688,116.27999877929688,57690000,115.37650952427548,114.64103607608098,72.24599944359348,Bullish,False
1980-02-08,0.0,118.66000366210938,115.72000122070312,117.94999694824219,117.94999694824219,57860000,116.23433866559772,115.24266532556483,73.6842658001464,Bullish,False
1980-02-11,0.0,119.05000305175781,116.30999755859375,117.12000274658203,117.12000274658203,58660000,116.52956002592583,115.58399940211342,72.2796498831651,Bullish,False
1980-02-12,0.0,118.41000366210938,115.75,117.9000015258789,117.9000015258789,48090000,116.98637385924353,116.00509069734349,69.49306383168863,Bullish,False
1980-02-13,0.0,120.22000122070312,117.56999969482422,118.44000244140625,118.44000244140625,65230000,117.47091671996444,116.44780192353672,70.22191698781377,Bullish,False
1980-02-14,0.0,119.30000305175781,116.04000091552734,116.72000122070312,116.72000122070312,50540000,117.220611553544,116.4972927048397,61.64796366229894,Bullish,False
1980-02-15,0.0,116.69999694824219,114.12000274658203,115.41000366210938,115.41000366210938,46680000,116.61707558973247,116.29960378797963,52.08646132452673,Bullish,False
1980-02-19,0.0,115.66999816894531,113.3499984741211,114.5999984741211,114.5999984741211,39480000,115.94471655119534,115.99058464000535,51.97025836738676,Bearish,True
1980-02-20,0.0,117.18000030517578,114.05999755859375,116.47000122070312,116.47000122070312,44340000,116.11981144103127,116.0777512910413,54.47500147856616,Bullish,True
1980-02-21,0.0,117.9000015258789,114.44000244140625,115.27999877929688,115.27999877929688,51530000,115.83987388711982,115.93270537981502,53.90514436265277,Bearish,True
1980-02-22,0.0,116.45999908447266,113.43000030517578,115.04000091552734,115.04000091552734,48210000,115.57324956325567,115.77039547721725,49.706307416535964,Bearish,False
1980-02-25,0.0,114.93000030517578,112.62000274658203,113.33000183105469,113.33000183105469,39140000,114.82550031918868,115.32668754155132,46.43346594949632,Bearish,False
1980-02-26,0.0,114.76000213623047,112.30000305175781,113.9800033569336,113.9800033569336,40000000,114.543667998437,115.08183587162081,47.72422844273994,Bearish,False
1980-02-27,0.0,115.12000274658203,111.91000366210938,112.37999725341797,112.37999725341797,46430000,113.822444416764,114.59059248649301,39.21187583015236,Bearish,False
1980-02-28,0.0,113.69999694824219,111.33000183105469,112.3499984741211,112.3499984741211,40330000,113.3316291025497,114.18321175697083,36.8561902949028,Bearish,False
1980-02-29,0.0,114.12000274658203,111.7699966430664,113.66000366210938,113.66000366210938,38810000,113.4410872890696,114.08808301245055,35.2981841114194,Bearish,False
1980-03-03,0.0,114.33999633789062,112.01000213623047,112.5,112.5,38690000,113.12739152604641,113.79934064655045,34.51743892018652,Bearish,False
1980-03-04,0.0,113.41000366210938,110.83000183105469,112.77999877929688,112.77999877929688,44310000,113.01159394379658,113.61400576159525,32.246895735111195,Bearish,False
1980-03-05,0.0,113.94000244140625,110.58000183105469,111.12999725341797,111.12999725341797,49240000,112.38439504700372,113.16236785101756,26.464922765383918,Bearish,False
1980-03-06,0.0,111.29000091552734,107.8499984741211,108.6500015258789,108.6500015258789,49610000,111.13959720662879,112.34193761008326,25.23022810883468,Bearish,False
1980-03-07,0.0,108.95999908447266,105.98999786376953,106.9000015258789,106.9000015258789,50950000,109.72639864637884,111.35249468568247,24.566668657998747,Bearish,False
1980-03-10,0.0,107.86000061035156,104.91999816894531,106.51000213623047,106.51000213623047,43750000,108.6542664763294,110.47204149487303,25.199294971526626,Bearish,False
1980-03-11,0.0,108.54000091552734,106.18000030517578,107.77999877929688,107.77999877929688,41350000,108.3628439106519,109.98257918295008,22.342461083305565,Bearish,False
1980-03-12,0.0,108.4000015258789,105.41999816894531,106.87000274658203,106.87000274658203,37990000,107.86523018929529,109.41665619451952,22.747907108291415,Bearish,False
1980-03-13,0.0,107.55000305175781,105.0999984741211,105.62000274658203,105.62000274658203,33070000,107.11682104172422,108.7263555676218,21.350374786989562,Bearish,False
1980-03-14,0.0,106.48999786376953,104.01000213623047,105.43000030517578,105.43000030517578,35180000,106.55454746287475,108.12701824717706,23.525474344125442,Bearish,False
1980-03-17,0.0,105.2300033569336,101.81999969482422,102.26000213623047,102.26000213623047,37020000,105.12303235399332,107.06028804518677,16.399083772840072,No Trend,True
1980-03-18,0.0,104.70999908447266,101.13999938964844,104.0999984741211,104.0999984741211,47340000,104.78202106070259,106.52205357772027,26.5837041588848,Bearish,True
1980-03-19,0.0,105.72000122070312,103.3499984741211,104.30999755859375,104.30999755859375,36520000,104.624679893333,106.11986157424272,27.49158993483401,Bearish,False
1980-03-20,0.0,105.16999816894531,102.5199966430664,103.12000274658203,103.12000274658203,32580000,104.12312084441601,105.57443269648621,20.293091176514864,Bearish,False
1980-03-21,0.0,103.7300033569336,101.55000305175781,102.30999755859375,102.30999755859375,32220000,103.5187464158086,104.98089903505122,20.701518860722842,Bearish,False
1980-03-24,0.0,102.18000030517578,98.87999725341797,99.27999877929688,99.27999877929688,39230000,102.10583053697135,103.94437171582317,16.48458133759226,No Trend,True
1980-03-25,0.0,100.58000183105469,97.88999938964844,99.19000244140625,99.19000244140625,43790000,101.13388783844965,103.07994093865645,17.868653541738965,No Trend,False
1980-03-26,0.0,101.22000122070312,98.0999984741211,98.68000030517578,98.68000030517578,37370000,100.31592532735837,102.27995173256905,19.987928918416387,No Trend,False
1980-03-27,0.0,99.58000183105469,94.2300033569336,98.22000122070312,98.22000122070312,63680000,99.61728395847331,101.54177891222979,21.670988500618265,Bearish,True
1980-03-28,0.0,101.43000030517578,97.72000122070312,100.68000030517578,100.68000030517578,46720000,99.97152274070748,101.38509189276542,33.237472250739245,Bearish,False
1980-03-31,0.0,102.6500015258789,100.0199966430664,102.08999633789062,102.08999633789062,35840000,100.6776806064352,101.51325633733363,33.77065661599258,Bearish,False
1980-04-01,0.0,103.27999877929688,100.8499984741211,102.18000030517578,102.18000030517578,32230000,101.17845383934875,101.63448251330493,35.96647265196246,Bearish,False
1980-04-02,0.0,103.87000274658203,101.44999694824219,102.68000030517578,102.68000030517578,35210000,101.67896932795776,101.82457665728145,40.78946110440803,Bearish,False
1980-04-03,0.0,103.33999633789062,101.30999755859375,102.1500015258789,102.1500015258789,27970000,101.83598006059815,101.88374481520826,39.93864651631287,Bearish,False
1980-04-07,0.0,102.2699966430664,99.7300033569336,100.19000244140625,100.19000244140625,29130000,101.28732085420086,101.57579165633517,43.14114896037413,Bearish,False
1980-04-08,0.0,101.87999725341797,99.2300033569336,101.19999694824219,101.19999694824219,31700000,101.25821288554798,101.5074653457728,39.83168234724477,Bearish,False
1980-04-09,0.0,103.5999984741211,101.01000213623047,103.11000061035156,103.11000061035156,33020000,101.8754754604825,101.79883539387802,46.240609051640895,Bullish,True
1980-04-10,0.0,105.0,102.80999755859375,104.08000183105469,104.08000183105469,33940000,102.61031758400657,102.21359292791013,53.04955277879165,Bullish,False
1980-04-11,0.0,105.1500015258789,103.19999694824219,103.79000091552734,103.79000091552734,29960000,103.00354536118016,102.50021256202234,54.862036728381916,Bullish,False
1980-04-14,0.0,103.91999816894531,102.08000183105469,102.83999633789062,102.83999633789062,23060000,102.94902902008366,102.56199143036203,63.54641447471558,Bullish,False
1980-04-15,0.0,103.94000244140625,101.8499984741211,102.62999725341797,102.62999725341797,26670000,102.84268509786178,102.57435612546311,62.971320730833746,Bullish,False
1980-04-16,0.0,104.41999816894531,101.12999725341797,101.54000091552734,101.54000091552734,39730000,102.40845703708365,102.38629154183842,60.332374881204125,Bullish,False
1980-04-17,0.0,102.20999908447266,100.12000274658203,101.05000305175781,101.05000305175781,32770000,101.95563904197505,102.1433299981874,60.20188474164562,Bearish,True
1980-04-18,0.0,102.06999969482422,99.97000122070312,100.55000305175781,100.55000305175781,26880000,101.48709371190265,101.85363418974565,49.4542514831202,Bearish,False
1980-04-21,0.0,101.26000213623047,98.94999694824219,99.80000305175781,99.80000305175781,27560000,100.92473015852104,101.48024671011149,39.82225206163194,Bearish,False
1980-04-22,0.0,104.0199966430664,100.80999755859375,103.43000030517578,103.43000030517578,47920000,101.75982020740597,101.83474736375953,54.2258301806398,Bearish,False
1980-04-23,0.0,105.11000061035156,102.80999755859375,103.7300033569336,103.7300033569336,42620000,102.41654792391519,102.17933936251845,53.598366399280465,Bullish,True
1980-04-24,0.0,105.43000030517578,102.93000030517578,104.4000015258789,104.4000015258789,35790000,103.07769912456976,102.58309611949306,57.63747675701433,Bullish,False
1980-04-25,0.0,105.56999969482422,103.0199966430664,105.16000366210938,105.16000366210938,28590000,103.77180063708298,103.0516247636051,68.36659892500525,Bullish,False
1980-04-28,0.0,106.79000091552734,104.63999938964844,105.63999938964844,105.63999938964844,30600000,104.3945335546048,103.52223833197661,67.07693246694711,Bullish,False
1980-04-29,0.0,106.69999694824219,104.86000061035156,105.86000061035156,105.86000061035156,27940000,104.88302257318706,103.94728601895386,62.15738547136312,Bullish,False
1980-04-30,0.0,106.72000122070312,104.5,106.29000091552734,106.29000091552734,30850000,105.35201535396716,104.37323418196722,60.25998037750284,Bullish,False
1980-05-01,0.0,106.86000061035156,104.72000122070312,105.45999908447266,105.45999908447266,32480000,105.38800993080233,104.57082780060456,57.38284053685045,Bullish,False
1980-05-02,0.0,106.25,104.61000061035156,105.58000183105469,105.58000183105469,28040000,105.45200723088645,104.75431398795912,63.07255062119895,Bullish,False
1980-05-05,0.0,106.83000183105469,104.63999938964844,106.37999725341797,106.37999725341797,34090000,105.76133723839696,105.0498927634971,66.93768151700316,Bullish,False
1980-05-06,0.0,107.83000183105469,105.36000061035156,106.25,106.25,40160000,105.92422482559797,105.26809407922488,73.29378019027466,Bullish,False
1980-05-07,0.0,108.12000274658203,105.83000183105469,107.18000030517578,107.18000030517578,42600000,106.34281665212391,105.61571339303413,79.05213229014274,Bullish,False
1980-05-08,0.0,108.0199966430664,105.5,106.12999725341797,106.12999725341797,39280000,106.27187685255527,105.70921954946755,75.13511247172484,Bullish,False
1980-05-09,0.0,106.19999694824219,104.18000030517578,104.72000122070312,104.72000122070312,30280000,105.75458497527123,105.52936167151037,70.9183693329337,Bullish,False
1980-05-12,0.0,105.4800033569336,103.5,104.77999877929688,104.77999877929688,28220000,105.42972290994645,105.39311387292611,58.241754147030356,Bullish,False
1980-05-13,0.0,106.76000213623047,104.44000244140625,106.30000305175781,106.30000305175781,35460000,105.71981629055024,105.55800281453186,63.655689576750845,Bullish,False
1980-05-14,0.0,107.88999938964844,106.0,106.8499984741211,106.8499984741211,40840000,106.09654368507387,105.79291111627535,63.18621484850426,Bullish,False
1980-05-15,0.0,107.98999786376953,106.06999969482422,106.98999786376953,106.98999786376953,41120000,106.3943617446391,106.01056325218337,60.553611294684146,Bullish,False
1980-05-16,0.0,107.88999938964844,106.25,107.3499984741211,107.3499984741211,31710000,106.7129073211331,106.25409692889932,60.0,Bullish,False
1980-05-19,0.0,108.43000030517578,106.51000213623047,107.66999816894531,107.66999816894531,30970000,107.03193760373718,106.51153351799857,60.46242101586562,Bullish,False
1980-05-20,0.0,108.38999938964844,106.75,107.62000274658203,107.62000274658203,31800000,107.2279593180188,106.71307337774101,58.0411342074091,Bullish,False
1980-05-21,0.0,108.30999755859375,106.54000091552734,107.72000122070312,107.72000122070312,34830000,107.39197328558025,106.89615116737048,64.9867800757072,Bullish,False
1980-05-22,0.0,109.7300033569336,107.33999633789062,109.01000213623047,109.01000213623047,41040000,107.931316235797,107.28048770716319,69.69004979700168,Bullish,False
1980-05-23,0.0,111.37000274658203,109.01000213623047,110.62000274658203,110.62000274658203,45790000,108.82754507272534,107.8876722597848,72.26896211263949,Bullish,False
1980-05-27,0.0,112.30000305175781,110.3499984741211,111.4000015258789,111.4000015258789,40810000,109.68503055710988,108.52627758089281,75.31959840990368,Bullish,False
1980-05-28,0.0,112.72000122070312,110.41999816894531,112.05999755859375,112.05999755859375,38580000,110.47668622427118,109.16877212229298,74.64648496352143,Bullish,False
1980-05-29,0.0,112.63999938964844,109.86000061035156,110.2699966430664,110.2699966430664,42000000,110.40778969720293,109.36899476243359,69.45491336608816,Bullish,False
1980-05-30,0.0,111.55000305175781,108.87000274658203,111.23999786376953,111.23999786376953,34820000,110.6851924193918,109.70917714449467,81.96080132661847,No Trend,True
1980-06-02,0.0,112.1500015258789,110.05999755859375,110.76000213623047,110.76000213623047,32710000,110.71012899167135,109.90023623390118,78.15447458769252,Bullish,True
1980-06-03,0.0,111.62999725341797,109.7699966430664,110.51000213623047,110.51000213623047,33150000,110.64342003985773,110.01110276159741,72.51340450306441,Bullish,False
1980-06-04,0.0,113.44999694824219,110.22000122070312,112.61000061035156,112.61000061035156,44180000,111.29894689668902,110.48362964318908,76.42206143700176,Bullish,False
1980-06-05,0.0,114.37999725341797,111.88999938964844,112.77999877929688,112.77999877929688,49070000,111.79263085755832,110.90115130429959,76.48677418566747,Bullish,False
1980-06-06,0.0,114.01000213623047,112.11000061035156,113.19999694824219,113.19999694824219,37230000,112.26175288778629,111.31912323956188,76.61513982501654,Bullish,False
1980-06-09,0.0,114.51000213623047,112.68000030517578,113.70999908447266,113.70999908447266,36820000,112.74450162001509,111.75382793863656,77.012562586027,Bullish,False
1980-06-10,0.0,115.5,113.16999816894531,114.66000366210938,114.66000366210938,42030000,113.38300230071319,112.28222352472253,79.13909062373487,Bullish,False
1980-06-11,0.0,116.63999938964844,114.22000122070312,116.0199966430664,116.0199966430664,43800000,114.26200041483094,112.96181863714868,81.10945445207575,No Trend,True
1980-06-12,0.0,117.01000213623047,114.27999877929688,115.5199966430664,115.5199966430664,47300000,114.68133249090943,113.4269419109519,75.9362583224313,Bullish,True
1980-06-13,0.0,116.94000244140625,114.66999816894531,115.80999755859375,115.80999755859375,41880000,115.05755418013754,113.86022475597768,73.10774849738813,Bullish,False
1980-06-16,0.0,116.80000305175781,114.77999877929688,116.08999633789062,116.08999633789062,36190000,115.40170156605524,114.26563777087094,71.85461330018964,Bullish,False
1980-06-17,0.0,117.16000366210938,115.12999725341797,116.02999877929688,116.02999877929688,41990000,115.61113397046913,114.58643068149382,69.59528769549874,Bullish,False
1980-06-18,0.0,116.83999633789062,114.7699966430664,116.26000213623047,116.26000213623047,41960000,115.82742335905625,114.89071640053685,84.94755565368037,No Trend,True
1980-06-19,0.0,116.80999755859375,114.36000061035156,114.66000366210938,114.66000366210938,38280000,115.43828346007398,114.84876862991366,68.58700961387756,Bullish,True
1980-06-20,0.0,114.9000015258789,113.12000274658203,114.05999755859375,114.05999755859375,36530000,114.97885482624724,114.70535570785549,67.70383868250502,Bullish,False
1980-06-23,0.0,115.27999877929688,113.3499984741211,114.51000213623047,114.51000213623047,34180000,114.82257059624166,114.66983687665092,71.00839393303126,Bullish,False
1980-06-24,0.0,115.75,113.76000213623047,115.13999938964844,115.13999938964844,37730000,114.92838019404394,114.75532096992319,65.71427217499266,Bullish,False
1980-06-25,0.0,117.37000274658203,115.06999969482422,116.72000122070312,116.72000122070312,46500000,115.52558720293034,115.11253556097408,70.82452243733981,Bullish,False
1980-06-26,0.0,117.9800033569336,115.58000183105469,116.19000244140625,116.19000244140625,45110000,115.74705894908898,115.30843863014356,65.62175133135622,Bullish,False
1980-06-27,0.0,116.93000030517578,115.05999755859375,116.0,116.0,33110000,115.83137263272599,115.43417706102655,62.378373117500004,Bullish,False
1980-06-30,0.0,116.04000091552734,113.55000305175781,114.23999786376953,114.23999786376953,29910000,115.30091437640718,115.21705357061617,47.91249710864298,Bullish,False
1980-07-01,0.0,115.44999694824219,113.54000091552734,114.93000030517578,114.93000030517578,34340000,115.1772763526634,115.16486206780883,44.1959816959817,Bullish,False
1980-07-02,0.0,116.44000244140625,114.36000061035156,115.68000030517578,115.68000030517578,42950000,115.34485100350088,115.25852356551191,50.829893251953244,Bullish,False
1980-07-03,0.0,117.80000305175781,115.48999786376953,117.45999908447266,117.45999908447266,47230000,116.0499003638248,115.6587918416866,57.41239744371014,Bullish,False
1980-07-07,0.0,118.8499984741211,116.95999908447266,118.29000091552734,118.29000091552734,42540000,116.79660054772566,116.13719349147581,59.41781526569266,Bullish,False
1980-07-08,0.0,119.11000061035156,117.06999969482422,117.83999633789062,117.83999633789062,45830000,117.14439914444732,116.44679400900577,57.497904606830915,Bullish,False
1980-07-09,0.0,119.5199966430664,117.0999984741211,117.9800033569336,117.9800033569336,52010000,117.42293388194275,116.72555934499265,57.17862041998515,Bullish,False
1980-07-10,0.0,118.56999969482422,116.37999725341797,116.94999694824219,116.94999694824219,43730000,117.2652882373759,116.7663661819471,60.03499748585123,Bullish,False
1980-07-11,0.0,118.37999725341797,116.29000091552734,117.83999633789062,117.83999633789062,38310000,117.45685760421415,116.96157166484593,66.15380301601647,Bullish,False
1980-07-14,0.0,120.37000274658203,117.44999694824219,120.01000213623047,120.01000213623047,45500000,118.30790578155293,117.5158317505522,70.49175947560816,Bullish,False
1980-07-15,0.0,121.55999755859375,118.8499984741211,119.30000305175781,119.30000305175781,60920000,118.63860487162123,117.84022653258958,65.40738614143396,Bullish,False
1980-07-16,0.0,120.87000274658203,118.54000091552734,119.62999725341797,119.62999725341797,49140000,118.96906899888683,118.165639390922,61.87751263518795,Bullish,False
1980-07-17,0.0,121.83999633789062,119.43000030517578,121.44000244140625,121.44000244140625,48850000,119.79271347972664,118.76097812737368,69.4012883668056,Bullish,False
1980-07-18,0.0,123.19000244140625,120.87999725341797,122.04000091552734,122.04000091552734,58040000,120.54180929166021,119.35716408885615,71.66423938522735,Bullish,False
1980-07-21,0.0,123.1500015258789,120.8499984741211,122.51000213623047,122.51000213623047,42750000,121.19787357318364,119.93040737019693,82.68770083663838,No Trend,True
1980-07-22,0.0,123.9000015258789,121.37999725341797,122.19000244140625,122.19000244140625,52230000,121.52858319592451,120.34124283768953,79.56021712671793,Bullish,True
1980-07-23,0.0,123.26000213623047,120.93000030517578,121.93000030517578,121.93000030517578,45890000,121.66238889900828,120.63010783177793,76.50545963288386,Bullish,False
1980-07-24,0.0,122.9800033569336,120.83000183105469,121.79000091552734,121.79000091552734,42420000,121.70492623784799,120.84099748336874,71.33000697542965,Bullish,False
1980-07-25,0.0,121.95999908447266,119.94000244140625,120.77999877929688,120.77999877929688,36250000,121.39661708499762,120.82990680990113,62.052235746988316,Bullish,False
1980-07-28,0.0,122.0199966430664,119.77999877929688,121.43000030517578,121.43000030517578,35330000,121.40774482505701,120.93901471813288,67.0465174747553,Bullish,False
1980-07-29,0.0,122.98999786376953,120.76000213623047,122.4000015258789,122.4000015258789,44840000,121.73849705866431,121.20464868317761,69.45419011672419,Bullish,False
1980-07-30,0.0,123.93000030517578,121.16000366210938,122.2300033569336,122.2300033569336,58060000,121.90233249142074,121.39107680567868,75.14286939140001,Bullish,False
1980-07-31,0.0,122.33999633789062,119.4000015258789,121.66999816894531,121.66999816894531,54610000,121.82488771726227,121.44178978081806,68.8298759793669,Bullish,False
1980-08-01,0.0,122.37999725341797,120.08000183105469,121.20999908447266,121.20999908447266,46440000,121.61992483966574,121.39964601784615,57.092174916807195,Bullish,False
1980-08-04,0.0,121.62999725341797,119.41999816894531,120.9800033569336,120.9800033569336,41550000,121.40661767875504,121.32334735222568,60.5263132735156,Bullish,False
1980-08-05,0.0,122.08999633789062,119.95999908447266,120.73999786376953,120.73999786376953,45510000,121.18441107375988,121.21728380887001,57.03421134060494,Bearish,True
1980-08-06,0.0,122.01000213623047,119.94000244140625,121.55000305175781,121.55000305175781,45050000,121.30627506642585,121.27777821666778,50.79826107754726,Bullish,True
1980-08-07,0.0,123.83999633789062,121.66000366210938,123.30000305175781,123.30000305175781,61820000,121.97085106153651,121.64545545941142,57.835818416979734,Bullish,False
1980-08-08,0.0,125.2300033569336,122.81999969482422,123.61000061035156,123.61000061035156,58860000,122.51723424447488,122.00264548685507,56.97967466686805,Bullish,False
1980-08-11,0.0,125.30999755859375,122.8499984741211,124.77999877929688,124.77999877929688,44690000,123.27148908941555,122.50761881275358,64.83386642895846,Bullish,False
1980-08-12,0.0,125.77999877929688,123.29000091552734,123.79000091552734,123.79000091552734,52050000,123.44432636478615,122.74077919507607,59.830863056497805,Bullish,False
1980-08-13,0.0,124.66999816894531,122.48999786376953,123.27999877929688,123.27999877929688,44350000,123.38955050295641,122.83881911947985,57.57882212506762,Bullish,False
1980-08-14,0.0,125.62000274658203,122.68000030517578,125.25,125.25,47700000,124.00970033530429,123.27721564321078,70.71361297858681,Bullish,False
1980-08-15,0.0,126.61000061035156,124.56999969482422,125.72000122070312,125.72000122070312,47780000,124.57980063043723,123.7213584754821,70.21676523990149,Bullish,False
1980-08-18,0.0,125.27999877929688,122.81999969482422,123.38999938964844,123.38999938964844,41890000,124.18320021684099,123.66111136896689,54.135326365115645,Bullish,False
1980-08-19,0.0,124.0,121.97000122070312,122.5999984741211,122.5999984741211,41930000,123.65546630260103,123.46818175172218,51.4693994296442,Bullish,False
1980-08-20,0.0,124.2699966430664,121.91000366210938,123.7699966430664,123.7699966430664,42560000,123.69364308275615,123.52305718651203,57.954536916142004,Bullish,False
1980-08-21,0.0,125.98999786376953,123.61000061035156,125.45999908447266,125.45999908447266,50770000,124.28242841666166,123.87522844068668,64.72625662879288,Bullish,False
1980-08-22,0.0,127.77999877929688,125.18000030517578,126.0199966430664,126.0199966430664,58210000,124.86161782546324,124.26518629566482,67.07313669219445,Bullish,False
1980-08-25,0.0,126.27999877929688,124.6500015258789,125.16000366210938,125.16000366210938,35400000,124.96107977101197,124.42788036229109,64.3693322095931,Bullish,False
1980-08-26,0.0,126.29000091552734,124.01000213623047,124.83999633789062,124.83999633789062,41700000,124.92071862663819,124.50281053967282,61.04766091669561,Bullish,False
1980-08-27,0.0,124.9800033569336,122.93000030517578,123.5199966430664,123.5199966430664,44000000,124.45381129878093,124.3241171039262,50.760697113545554,Bullish,False
1980-08-28,0.0,123.91000366210938,121.61000061035156,122.08000183105469,122.08000183105469,39890000,123.66254147620552,123.91609614522228,45.09301110104081,Bearish,True
1980-08-29,0.0,123.01000213623047,121.05999755859375,122.37999725341797,122.37999725341797,33510000,123.23502673527634,123.63680543762149,41.84781735470325,Bearish,False
1980-09-02,0.0,124.36000061035156,121.79000091552734,123.73999786376953,123.73999786376953,35290000,123.40335044477408,123.65556769692112,49.834317217055066,Bearish,False
1980-09-03,0.0,126.43000030517578,123.87000274658203,126.12000274658203,126.12000274658203,52370000,124.30890121204341,124.10364679685946,58.37265365740868,Bullish,True
1980-09-04,0.0,127.69999694824219,124.41999816894531,125.41999816894531,125.41999816894531,59030000,124.67926686434404,124.34298340996597,50.541740415848125,Bullish,False
1980-09-05,0.0,126.12000274658203,124.08000183105469,124.87999725341797,124.87999725341797,37990000,124.74617699403535,124.4406222905936,47.3350131553787,Bullish,False
1980-09-08,0.0,125.66999816894531,122.77999877929688,123.30999755859375,123.30999755859375,42050000,124.26745051555483,124.2350541575027,49.73332722981771,Bullish,False
1980-09-09,0.0,124.5199966430664,121.94000244140625,124.06999969482422,124.06999969482422,44460000,124.2016335753113,124.20504425519752,54.90982331608013,Bearish,True
1980-09-10,0.0,125.94999694824219,123.5999984741211,124.80999755859375,124.80999755859375,51430000,124.4044215697388,124.31503576490593,53.57634405104034,Bullish,True
1980-09-11,0.0,126.4800033569336,124.19000244140625,125.66000366210938,125.66000366210938,44770000,124.82294893386234,124.55957538257928,50.72994347010364,Bullish,False
1980-09-12,0.0,126.75,124.72000122070312,125.54000091552734,125.54000091552734,47180000,125.06196626108402,124.73783457038802,48.19006269217314,Bullish,False
1980-09-15,0.0,126.3499984741211,124.08999633789062,125.66999816894531,125.66999816894531,44630000,125.26464356370447,124.9073188610348,52.03509152218732,Bullish,False
1980-09-16,0.0,127.77999877929688,125.1500015258789,126.73999786376953,126.73999786376953,57290000,125.75642833039284,125.24053322516838,57.15361675064933,Bullish,False
